[INFO ] 2020-03-26 14:12:59.218 [http-nio-8080-exec-4] Version - HV000001: Hibernate Validator 5.4.3.Final
[DEBUG] 2020-03-26 14:13:38.677 [http-nio-8080-exec-8] IntegratorServiceImpl - Adding Integrator [org.hibernate.cfg.beanvalidation.BeanValidationIntegrator].
[DEBUG] 2020-03-26 14:13:38.679 [http-nio-8080-exec-8] IntegratorServiceImpl - Adding Integrator [org.hibernate.secure.spi.JaccIntegrator].
[DEBUG] 2020-03-26 14:13:38.683 [http-nio-8080-exec-8] IntegratorServiceImpl - Adding Integrator [org.hibernate.cache.internal.CollectionCacheInvalidator].
[INFO ] 2020-03-26 14:13:38.754 [http-nio-8080-exec-8] Version - HHH000412: Hibernate Core {5.4.4.Final}
[DEBUG] 2020-03-26 14:13:38.756 [http-nio-8080-exec-8] Environment - HHH000206: hibernate.properties not found
[DEBUG] 2020-03-26 14:13:38.893 [http-nio-8080-exec-8] JaxbCfgProcessor - cfg.xml document did not define namespaces; wrapping in custom event reader to introduce namespace information
[DEBUG] 2020-03-26 14:13:39.229 [http-nio-8080-exec-8] ServiceBinding - Overriding existing service binding [org.hibernate.secure.spi.JaccService]
[DEBUG] 2020-03-26 14:13:39.259 [http-nio-8080-exec-8] RegionFactoryInitiator - Cannot default RegionFactory based on registered strategies as `[]` RegionFactory strategies were registered
[DEBUG] 2020-03-26 14:13:39.261 [http-nio-8080-exec-8] RegionFactoryInitiator - Cache region factory : org.hibernate.cache.internal.NoCachingRegionFactory
[DEBUG] 2020-03-26 14:13:40.458 [http-nio-8080-exec-8] ConstraintDescriptorImpl - Adding composing constraint: ConstraintDescriptorImpl{annotation=javax.validation.constraints.NotNull, payloads=[], hasComposingConstraints=true, isReportAsSingleInvalidConstraint=false, elementType=FIELD, definedOn=DEFINED_LOCALLY, groups=[interface javax.validation.groups.Default], attributes={message={javax.validation.constraints.NotNull.message}, groups=[Ljava.lang.Class;@1af85f74, payload=[Ljava.lang.Class;@66961070}, constraintType=GENERIC}.
[DEBUG] 2020-03-26 14:13:40.458 [http-nio-8080-exec-8] ConstraintDescriptorImpl - Adding composing constraint: ConstraintDescriptorImpl{annotation=javax.validation.constraints.Size, payloads=[], hasComposingConstraints=true, isReportAsSingleInvalidConstraint=false, elementType=FIELD, definedOn=DEFINED_LOCALLY, groups=[interface javax.validation.groups.Default], attributes={groups=[Ljava.lang.Class;@6864a957, min=1, message={javax.validation.constraints.Size.message}, max=2147483647, payload=[Ljava.lang.Class;@64aee671}, constraintType=GENERIC}.
[DEBUG] 2020-03-26 14:13:40.458 [http-nio-8080-exec-8] ConstraintDescriptorImpl - Adding composing constraint: ConstraintDescriptorImpl{annotation=javax.validation.constraints.NotNull, payloads=[], hasComposingConstraints=true, isReportAsSingleInvalidConstraint=false, elementType=FIELD, definedOn=DEFINED_LOCALLY, groups=[interface javax.validation.groups.Default], attributes={message={javax.validation.constraints.NotNull.message}, groups=[Ljava.lang.Class;@3c75166f, payload=[Ljava.lang.Class;@6ab68401}, constraintType=GENERIC}.
[DEBUG] 2020-03-26 14:13:40.459 [http-nio-8080-exec-8] ConstraintDescriptorImpl - Adding composing constraint: ConstraintDescriptorImpl{annotation=javax.validation.constraints.Size, payloads=[], hasComposingConstraints=true, isReportAsSingleInvalidConstraint=false, elementType=FIELD, definedOn=DEFINED_LOCALLY, groups=[interface javax.validation.groups.Default], attributes={groups=[Ljava.lang.Class;@27d5b611, min=1, message={javax.validation.constraints.Size.message}, max=2147483647, payload=[Ljava.lang.Class;@345b41f4}, constraintType=GENERIC}.
[DEBUG] 2020-03-26 14:13:40.459 [http-nio-8080-exec-8] ConstraintDescriptorImpl - Adding composing constraint: ConstraintDescriptorImpl{annotation=javax.validation.constraints.NotNull, payloads=[], hasComposingConstraints=true, isReportAsSingleInvalidConstraint=false, elementType=FIELD, definedOn=DEFINED_LOCALLY, groups=[interface javax.validation.groups.Default], attributes={message={javax.validation.constraints.NotNull.message}, groups=[Ljava.lang.Class;@7509f0b6, payload=[Ljava.lang.Class;@4b64114}, constraintType=GENERIC}.
[DEBUG] 2020-03-26 14:13:40.460 [http-nio-8080-exec-8] ConstraintDescriptorImpl - Adding composing constraint: ConstraintDescriptorImpl{annotation=javax.validation.constraints.Size, payloads=[], hasComposingConstraints=true, isReportAsSingleInvalidConstraint=false, elementType=FIELD, definedOn=DEFINED_LOCALLY, groups=[interface javax.validation.groups.Default], attributes={groups=[Ljava.lang.Class;@531da8a, min=1, message={javax.validation.constraints.Size.message}, max=2147483647, payload=[Ljava.lang.Class;@3feb1c8f}, constraintType=GENERIC}.
[DEBUG] 2020-03-26 14:13:40.460 [http-nio-8080-exec-8] ConstraintDescriptorImpl - Adding composing constraint: ConstraintDescriptorImpl{annotation=javax.validation.constraints.NotNull, payloads=[], hasComposingConstraints=true, isReportAsSingleInvalidConstraint=false, elementType=FIELD, definedOn=DEFINED_LOCALLY, groups=[interface javax.validation.groups.Default], attributes={message={javax.validation.constraints.NotNull.message}, groups=[Ljava.lang.Class;@5ddd784, payload=[Ljava.lang.Class;@33d598ca}, constraintType=GENERIC}.
[DEBUG] 2020-03-26 14:13:40.460 [http-nio-8080-exec-8] ConstraintDescriptorImpl - Adding composing constraint: ConstraintDescriptorImpl{annotation=javax.validation.constraints.Size, payloads=[], hasComposingConstraints=true, isReportAsSingleInvalidConstraint=false, elementType=FIELD, definedOn=DEFINED_LOCALLY, groups=[interface javax.validation.groups.Default], attributes={groups=[Ljava.lang.Class;@38bbf1b0, min=1, message={javax.validation.constraints.Size.message}, max=2147483647, payload=[Ljava.lang.Class;@5fd38d4c}, constraintType=GENERIC}.
[DEBUG] 2020-03-26 14:13:40.462 [http-nio-8080-exec-8] ConstraintDescriptorImpl - Adding composing constraint: ConstraintDescriptorImpl{annotation=javax.validation.constraints.NotNull, payloads=[], hasComposingConstraints=true, isReportAsSingleInvalidConstraint=false, elementType=FIELD, definedOn=DEFINED_LOCALLY, groups=[interface javax.validation.groups.Default], attributes={message={javax.validation.constraints.NotNull.message}, groups=[Ljava.lang.Class;@4c048ff7, payload=[Ljava.lang.Class;@ffed2d6}, constraintType=GENERIC}.
[DEBUG] 2020-03-26 14:13:40.463 [http-nio-8080-exec-8] ConstraintDescriptorImpl - Adding composing constraint: ConstraintDescriptorImpl{annotation=javax.validation.constraints.Size, payloads=[], hasComposingConstraints=true, isReportAsSingleInvalidConstraint=false, elementType=FIELD, definedOn=DEFINED_LOCALLY, groups=[interface javax.validation.groups.Default], attributes={groups=[Ljava.lang.Class;@7d840084, min=1, message={javax.validation.constraints.Size.message}, max=2147483647, payload=[Ljava.lang.Class;@326af622}, constraintType=GENERIC}.
[DEBUG] 2020-03-26 14:13:40.464 [http-nio-8080-exec-8] ConstraintDescriptorImpl - Adding composing constraint: ConstraintDescriptorImpl{annotation=javax.validation.constraints.NotNull, payloads=[], hasComposingConstraints=true, isReportAsSingleInvalidConstraint=false, elementType=FIELD, definedOn=DEFINED_LOCALLY, groups=[interface javax.validation.groups.Default], attributes={message={javax.validation.constraints.NotNull.message}, groups=[Ljava.lang.Class;@ff528d7, payload=[Ljava.lang.Class;@4341e2b2}, constraintType=GENERIC}.
[DEBUG] 2020-03-26 14:13:40.464 [http-nio-8080-exec-8] ConstraintDescriptorImpl - Adding composing constraint: ConstraintDescriptorImpl{annotation=javax.validation.constraints.Size, payloads=[], hasComposingConstraints=true, isReportAsSingleInvalidConstraint=false, elementType=FIELD, definedOn=DEFINED_LOCALLY, groups=[interface javax.validation.groups.Default], attributes={groups=[Ljava.lang.Class;@1e1c4a7e, min=1, message={javax.validation.constraints.Size.message}, max=2147483647, payload=[Ljava.lang.Class;@7ba26479}, constraintType=GENERIC}.
[DEBUG] 2020-03-26 14:13:40.465 [http-nio-8080-exec-8] ConstraintDescriptorImpl - Adding composing constraint: ConstraintDescriptorImpl{annotation=javax.validation.constraints.NotNull, payloads=[], hasComposingConstraints=true, isReportAsSingleInvalidConstraint=false, elementType=FIELD, definedOn=DEFINED_LOCALLY, groups=[interface javax.validation.groups.Default], attributes={message={javax.validation.constraints.NotNull.message}, groups=[Ljava.lang.Class;@1083194, payload=[Ljava.lang.Class;@29c03be4}, constraintType=GENERIC}.
[DEBUG] 2020-03-26 14:13:40.466 [http-nio-8080-exec-8] ConstraintDescriptorImpl - Adding composing constraint: ConstraintDescriptorImpl{annotation=javax.validation.constraints.Size, payloads=[], hasComposingConstraints=true, isReportAsSingleInvalidConstraint=false, elementType=FIELD, definedOn=DEFINED_LOCALLY, groups=[interface javax.validation.groups.Default], attributes={groups=[Ljava.lang.Class;@505c3508, min=1, message={javax.validation.constraints.Size.message}, max=2147483647, payload=[Ljava.lang.Class;@6fa312b2}, constraintType=GENERIC}.
[DEBUG] 2020-03-26 14:13:40.466 [http-nio-8080-exec-8] ConstraintDescriptorImpl - Adding composing constraint: ConstraintDescriptorImpl{annotation=javax.validation.constraints.Min, payloads=[], hasComposingConstraints=true, isReportAsSingleInvalidConstraint=false, elementType=FIELD, definedOn=DEFINED_LOCALLY, groups=[interface javax.validation.groups.Default], attributes={groups=[Ljava.lang.Class;@67efd529, message={javax.validation.constraints.Min.message}, value=1, payload=[Ljava.lang.Class;@38317841}, constraintType=GENERIC}.
[DEBUG] 2020-03-26 14:13:40.467 [http-nio-8080-exec-8] ConstraintDescriptorImpl - Adding composing constraint: ConstraintDescriptorImpl{annotation=javax.validation.constraints.Max, payloads=[], hasComposingConstraints=true, isReportAsSingleInvalidConstraint=false, elementType=FIELD, definedOn=DEFINED_LOCALLY, groups=[interface javax.validation.groups.Default], attributes={groups=[Ljava.lang.Class;@9f4ee3a, message={javax.validation.constraints.Max.message}, value=50, payload=[Ljava.lang.Class;@7eb54b34}, constraintType=GENERIC}.
[DEBUG] 2020-03-26 14:13:40.467 [http-nio-8080-exec-8] ConstraintDescriptorImpl - Adding composing constraint: ConstraintDescriptorImpl{annotation=javax.validation.constraints.NotNull, payloads=[], hasComposingConstraints=true, isReportAsSingleInvalidConstraint=false, elementType=FIELD, definedOn=DEFINED_LOCALLY, groups=[interface javax.validation.groups.Default], attributes={message={javax.validation.constraints.NotNull.message}, groups=[Ljava.lang.Class;@676a8f56, payload=[Ljava.lang.Class;@54aa008a}, constraintType=GENERIC}.
[DEBUG] 2020-03-26 14:13:40.470 [http-nio-8080-exec-8] ConstraintDescriptorImpl - Adding composing constraint: ConstraintDescriptorImpl{annotation=javax.validation.constraints.Size, payloads=[], hasComposingConstraints=true, isReportAsSingleInvalidConstraint=false, elementType=FIELD, definedOn=DEFINED_LOCALLY, groups=[interface javax.validation.groups.Default], attributes={groups=[Ljava.lang.Class;@7a01b11b, min=1, message={javax.validation.constraints.Size.message}, max=2147483647, payload=[Ljava.lang.Class;@2eb9b984}, constraintType=GENERIC}.
[DEBUG] 2020-03-26 14:13:40.523 [http-nio-8080-exec-8] ClassLoaderAccessImpl - Not known whether passed class name [com.adhound.entity.UserRole] is safe
[DEBUG] 2020-03-26 14:13:40.523 [http-nio-8080-exec-8] ClassLoaderAccessImpl - No temp ClassLoader provided; using live ClassLoader for loading potentially unsafe class : com.adhound.entity.UserRole
[DEBUG] 2020-03-26 14:13:40.527 [http-nio-8080-exec-8] ClassLoaderAccessImpl - Not known whether passed class name [com.adhound.entity.State] is safe
[DEBUG] 2020-03-26 14:13:40.527 [http-nio-8080-exec-8] ClassLoaderAccessImpl - No temp ClassLoader provided; using live ClassLoader for loading potentially unsafe class : com.adhound.entity.State
[DEBUG] 2020-03-26 14:13:40.528 [http-nio-8080-exec-8] ClassLoaderAccessImpl - Not known whether passed class name [com.adhound.entity.Region] is safe
[DEBUG] 2020-03-26 14:13:40.528 [http-nio-8080-exec-8] ClassLoaderAccessImpl - No temp ClassLoader provided; using live ClassLoader for loading potentially unsafe class : com.adhound.entity.Region
[DEBUG] 2020-03-26 14:13:40.529 [http-nio-8080-exec-8] ClassLoaderAccessImpl - Not known whether passed class name [com.adhound.entity.Location] is safe
[DEBUG] 2020-03-26 14:13:40.529 [http-nio-8080-exec-8] ClassLoaderAccessImpl - No temp ClassLoader provided; using live ClassLoader for loading potentially unsafe class : com.adhound.entity.Location
[DEBUG] 2020-03-26 14:13:40.537 [http-nio-8080-exec-8] JaccIntegrator - Skipping JACC integration as it was not enabled
[DEBUG] 2020-03-26 14:13:40.538 [http-nio-8080-exec-8] SessionFactoryImpl - Instantiated session factory
[DEBUG] 2020-03-26 14:13:40.538 [http-nio-8080-exec-8] TypeConfiguration$Scope - Scoping TypeConfiguration [org.hibernate.type.spi.TypeConfiguration@1d44c560] to SessionFactoryImpl [org.hibernate.internal.SessionFactoryImpl@4a1773d5]
[DEBUG] 2020-03-26 14:13:40.585 [http-nio-8080-exec-8] ClassLoaderAccessImpl - Not known whether passed class name [com.adhound.entity.User] is safe
[DEBUG] 2020-03-26 14:13:40.585 [http-nio-8080-exec-8] ClassLoaderAccessImpl - No temp ClassLoader provided; using live ClassLoader for loading potentially unsafe class : com.adhound.entity.User
[DEBUG] 2020-03-26 14:13:40.605 [http-nio-8080-exec-8] ClassLoaderAccessImpl - Not known whether passed class name [com.adhound.entity.User] is safe
[DEBUG] 2020-03-26 14:13:40.605 [http-nio-8080-exec-8] ClassLoaderAccessImpl - No temp ClassLoader provided; using live ClassLoader for loading potentially unsafe class : com.adhound.entity.User
[DEBUG] 2020-03-26 14:13:40.814 [http-nio-8080-exec-8] ClassLoaderAccessImpl - Not known whether passed class name [com.adhound.entity.UserRole] is safe
[DEBUG] 2020-03-26 14:13:40.814 [http-nio-8080-exec-8] ClassLoaderAccessImpl - No temp ClassLoader provided; using live ClassLoader for loading potentially unsafe class : com.adhound.entity.UserRole
[DEBUG] 2020-03-26 14:13:40.815 [http-nio-8080-exec-8] ClassLoaderAccessImpl - Not known whether passed class name [com.adhound.entity.UserRole] is safe
[DEBUG] 2020-03-26 14:13:40.815 [http-nio-8080-exec-8] ClassLoaderAccessImpl - No temp ClassLoader provided; using live ClassLoader for loading potentially unsafe class : com.adhound.entity.UserRole
[DEBUG] 2020-03-26 14:13:40.823 [http-nio-8080-exec-8] ClassLoaderAccessImpl - Not known whether passed class name [com.adhound.entity.State] is safe
[DEBUG] 2020-03-26 14:13:40.823 [http-nio-8080-exec-8] ClassLoaderAccessImpl - No temp ClassLoader provided; using live ClassLoader for loading potentially unsafe class : com.adhound.entity.State
[DEBUG] 2020-03-26 14:13:40.823 [http-nio-8080-exec-8] ClassLoaderAccessImpl - Not known whether passed class name [com.adhound.entity.State] is safe
[DEBUG] 2020-03-26 14:13:40.823 [http-nio-8080-exec-8] ClassLoaderAccessImpl - No temp ClassLoader provided; using live ClassLoader for loading potentially unsafe class : com.adhound.entity.State
[DEBUG] 2020-03-26 14:13:40.830 [http-nio-8080-exec-8] ClassLoaderAccessImpl - Not known whether passed class name [com.adhound.entity.Region] is safe
[DEBUG] 2020-03-26 14:13:40.830 [http-nio-8080-exec-8] ClassLoaderAccessImpl - No temp ClassLoader provided; using live ClassLoader for loading potentially unsafe class : com.adhound.entity.Region
[DEBUG] 2020-03-26 14:13:40.830 [http-nio-8080-exec-8] ClassLoaderAccessImpl - Not known whether passed class name [com.adhound.entity.Region] is safe
[DEBUG] 2020-03-26 14:13:40.830 [http-nio-8080-exec-8] ClassLoaderAccessImpl - No temp ClassLoader provided; using live ClassLoader for loading potentially unsafe class : com.adhound.entity.Region
[DEBUG] 2020-03-26 14:13:40.837 [http-nio-8080-exec-8] ClassLoaderAccessImpl - Not known whether passed class name [com.adhound.entity.Location] is safe
[DEBUG] 2020-03-26 14:13:40.838 [http-nio-8080-exec-8] ClassLoaderAccessImpl - No temp ClassLoader provided; using live ClassLoader for loading potentially unsafe class : com.adhound.entity.Location
[DEBUG] 2020-03-26 14:13:40.838 [http-nio-8080-exec-8] ClassLoaderAccessImpl - Not known whether passed class name [com.adhound.entity.Location] is safe
[DEBUG] 2020-03-26 14:13:40.838 [http-nio-8080-exec-8] ClassLoaderAccessImpl - No temp ClassLoader provided; using live ClassLoader for loading potentially unsafe class : com.adhound.entity.Location
[DEBUG] 2020-03-26 14:13:40.859 [http-nio-8080-exec-8] AbstractCollectionPersister - Static SQL for collection: com.adhound.entity.User.userRole
[DEBUG] 2020-03-26 14:13:40.859 [http-nio-8080-exec-8] AbstractCollectionPersister -  Row insert: update user_roles set username=? where id=?
[DEBUG] 2020-03-26 14:13:40.859 [http-nio-8080-exec-8] AbstractCollectionPersister -  Row update: update user_roles set  where id=?
[DEBUG] 2020-03-26 14:13:40.859 [http-nio-8080-exec-8] AbstractCollectionPersister -  Row delete: update user_roles set username=null where username=? and id=?
[DEBUG] 2020-03-26 14:13:40.859 [http-nio-8080-exec-8] AbstractCollectionPersister -  One-shot delete: update user_roles set username=null where username=?
[DEBUG] 2020-03-26 14:13:40.859 [http-nio-8080-exec-8] AbstractCollectionPersister - Static SQL for collection: com.adhound.entity.User.locations
[DEBUG] 2020-03-26 14:13:40.859 [http-nio-8080-exec-8] AbstractCollectionPersister -  Row insert: update locations set user_id=? where id=?
[DEBUG] 2020-03-26 14:13:40.859 [http-nio-8080-exec-8] AbstractCollectionPersister -  Row update: update locations set  where id=?
[DEBUG] 2020-03-26 14:13:40.859 [http-nio-8080-exec-8] AbstractCollectionPersister -  Row delete: update locations set user_id=null where user_id=? and id=?
[DEBUG] 2020-03-26 14:13:40.859 [http-nio-8080-exec-8] AbstractCollectionPersister -  One-shot delete: update locations set user_id=null where user_id=?
[DEBUG] 2020-03-26 14:13:40.864 [http-nio-8080-exec-8] AbstractEntityPersister - Static SQL for entity: com.adhound.entity.User
[DEBUG] 2020-03-26 14:13:40.864 [http-nio-8080-exec-8] AbstractEntityPersister -  Version select: select id from users where id =?
[DEBUG] 2020-03-26 14:13:40.864 [http-nio-8080-exec-8] AbstractEntityPersister -  Snapshot select: select user_.id, user_.address as address2_4_, user_.city as city3_4_, user_.email as email4_4_, user_.fax as fax5_4_, user_.first_name as first_na6_4_, user_.last_name as last_nam7_4_, user_.password as password8_4_, user_.phone as phone9_4_, user_.state_id as state_i10_4_, user_.username as usernam11_4_, user_.zipcode as zipcode12_4_ from users user_ where user_.id=?
[DEBUG] 2020-03-26 14:13:40.864 [http-nio-8080-exec-8] AbstractEntityPersister -  Insert 0: insert into users (address, city, email, fax, first_name, last_name, password, phone, state_id, username, zipcode, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)
[DEBUG] 2020-03-26 14:13:40.864 [http-nio-8080-exec-8] AbstractEntityPersister -  Update 0: update users set address=?, city=?, email=?, fax=?, first_name=?, last_name=?, password=?, phone=?, state_id=?, username=?, zipcode=? where id=?
[DEBUG] 2020-03-26 14:13:40.864 [http-nio-8080-exec-8] AbstractEntityPersister -  Delete 0: delete from users where id=?
[DEBUG] 2020-03-26 14:13:40.864 [http-nio-8080-exec-8] AbstractEntityPersister -  Identity insert: insert into users (address, city, email, fax, first_name, last_name, password, phone, state_id, username, zipcode) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)
[DEBUG] 2020-03-26 14:13:40.891 [http-nio-8080-exec-8] QuerySpacesImpl - Adding QuerySpace : uid = <gen:0> -> org.hibernate.loader.plan.build.internal.spaces.EntityQuerySpaceImpl@760346d7]
[DEBUG] 2020-03-26 14:13:40.892 [http-nio-8080-exec-8] MetamodelGraphWalker - Visiting attribute path : address
[DEBUG] 2020-03-26 14:13:40.892 [http-nio-8080-exec-8] MetamodelGraphWalker - Visiting attribute path : city
[DEBUG] 2020-03-26 14:13:40.893 [http-nio-8080-exec-8] MetamodelGraphWalker - Visiting attribute path : email
[DEBUG] 2020-03-26 14:13:40.893 [http-nio-8080-exec-8] MetamodelGraphWalker - Visiting attribute path : fax
[DEBUG] 2020-03-26 14:13:40.893 [http-nio-8080-exec-8] MetamodelGraphWalker - Visiting attribute path : firstName
[DEBUG] 2020-03-26 14:13:40.893 [http-nio-8080-exec-8] MetamodelGraphWalker - Visiting attribute path : lastName
[DEBUG] 2020-03-26 14:13:40.893 [http-nio-8080-exec-8] MetamodelGraphWalker - Visiting attribute path : locations
[DEBUG] 2020-03-26 14:13:40.897 [http-nio-8080-exec-8] QuerySpacesImpl - Adding QuerySpace : uid = <gen:1> -> org.hibernate.loader.plan.build.internal.spaces.CollectionQuerySpaceImpl@1056cf79]
[DEBUG] 2020-03-26 14:13:40.900 [http-nio-8080-exec-8] QuerySpacesImpl - Adding QuerySpace : uid = <gen:2> -> org.hibernate.loader.plan.build.internal.spaces.EntityQuerySpaceImpl@71800e77]
[DEBUG] 2020-03-26 14:13:40.901 [http-nio-8080-exec-8] MetamodelGraphWalker - Visiting attribute path : locations.address
[DEBUG] 2020-03-26 14:13:40.901 [http-nio-8080-exec-8] MetamodelGraphWalker - Visiting attribute path : locations.city
[DEBUG] 2020-03-26 14:13:40.901 [http-nio-8080-exec-8] MetamodelGraphWalker - Visiting attribute path : locations.fax
[DEBUG] 2020-03-26 14:13:40.901 [http-nio-8080-exec-8] MetamodelGraphWalker - Visiting attribute path : locations.name
[DEBUG] 2020-03-26 14:13:40.901 [http-nio-8080-exec-8] MetamodelGraphWalker - Visiting attribute path : locations.phone
[DEBUG] 2020-03-26 14:13:40.901 [http-nio-8080-exec-8] MetamodelGraphWalker - Visiting attribute path : locations.region
[DEBUG] 2020-03-26 14:13:40.902 [http-nio-8080-exec-8] QuerySpacesImpl - Adding QuerySpace : uid = <gen:3> -> org.hibernate.loader.plan.build.internal.spaces.EntityQuerySpaceImpl@171e8409]
[DEBUG] 2020-03-26 14:13:40.902 [http-nio-8080-exec-8] MetamodelGraphWalker - Visiting attribute path : locations.region.description
[DEBUG] 2020-03-26 14:13:40.902 [http-nio-8080-exec-8] MetamodelGraphWalker - Visiting attribute path : locations.region.name
[DEBUG] 2020-03-26 14:13:40.902 [http-nio-8080-exec-8] MetamodelGraphWalker - Visiting attribute path : locations.regionId
[DEBUG] 2020-03-26 14:13:40.902 [http-nio-8080-exec-8] MetamodelGraphWalker - Visiting attribute path : locations.state
[DEBUG] 2020-03-26 14:13:40.902 [http-nio-8080-exec-8] QuerySpacesImpl - Adding QuerySpace : uid = <gen:4> -> org.hibernate.loader.plan.build.internal.spaces.EntityQuerySpaceImpl@45364aa3]
[DEBUG] 2020-03-26 14:13:40.902 [http-nio-8080-exec-8] MetamodelGraphWalker - Visiting attribute path : locations.state.abbreviation
[DEBUG] 2020-03-26 14:13:40.903 [http-nio-8080-exec-8] MetamodelGraphWalker - Visiting attribute path : locations.state.name
[DEBUG] 2020-03-26 14:13:40.903 [http-nio-8080-exec-8] MetamodelGraphWalker - Visiting attribute path : locations.stateId
[DEBUG] 2020-03-26 14:13:40.903 [http-nio-8080-exec-8] MetamodelGraphWalker - Visiting attribute path : locations.user
[DEBUG] 2020-03-26 14:13:40.903 [http-nio-8080-exec-8] MetamodelGraphWalker - Property path deemed to be circular : locations.user
[DEBUG] 2020-03-26 14:13:40.903 [http-nio-8080-exec-8] MetamodelGraphWalker - Visiting attribute path : locations.zipcode
[DEBUG] 2020-03-26 14:13:40.903 [http-nio-8080-exec-8] MetamodelGraphWalker - Visiting attribute path : password
[DEBUG] 2020-03-26 14:13:40.903 [http-nio-8080-exec-8] MetamodelGraphWalker - Visiting attribute path : phone
[DEBUG] 2020-03-26 14:13:40.903 [http-nio-8080-exec-8] MetamodelGraphWalker - Visiting attribute path : state
[DEBUG] 2020-03-26 14:13:40.903 [http-nio-8080-exec-8] QuerySpacesImpl - Adding QuerySpace : uid = <gen:5> -> org.hibernate.loader.plan.build.internal.spaces.EntityQuerySpaceImpl@4808e0a5]
[DEBUG] 2020-03-26 14:13:40.903 [http-nio-8080-exec-8] MetamodelGraphWalker - Visiting attribute path : state.abbreviation
[DEBUG] 2020-03-26 14:13:40.903 [http-nio-8080-exec-8] MetamodelGraphWalker - Visiting attribute path : state.name
[DEBUG] 2020-03-26 14:13:40.903 [http-nio-8080-exec-8] MetamodelGraphWalker - Visiting attribute path : stateId
[DEBUG] 2020-03-26 14:13:40.903 [http-nio-8080-exec-8] MetamodelGraphWalker - Visiting attribute path : userRole
[DEBUG] 2020-03-26 14:13:40.904 [http-nio-8080-exec-8] QuerySpacesImpl - Adding QuerySpace : uid = <gen:6> -> org.hibernate.loader.plan.build.internal.spaces.CollectionQuerySpaceImpl@1e3e3e11]
[DEBUG] 2020-03-26 14:13:40.904 [http-nio-8080-exec-8] QuerySpacesImpl - Adding QuerySpace : uid = <gen:7> -> org.hibernate.loader.plan.build.internal.spaces.EntityQuerySpaceImpl@331c9514]
[DEBUG] 2020-03-26 14:13:40.904 [http-nio-8080-exec-8] MetamodelGraphWalker - Visiting attribute path : userRole.roleName
[DEBUG] 2020-03-26 14:13:40.904 [http-nio-8080-exec-8] MetamodelGraphWalker - Visiting attribute path : userRole.user
[DEBUG] 2020-03-26 14:13:40.904 [http-nio-8080-exec-8] MetamodelGraphWalker - Property path deemed to be circular : userRole.user
[DEBUG] 2020-03-26 14:13:40.904 [http-nio-8080-exec-8] MetamodelGraphWalker - Visiting attribute path : userRole.username
[DEBUG] 2020-03-26 14:13:40.904 [http-nio-8080-exec-8] MetamodelGraphWalker - Visiting attribute path : username
[DEBUG] 2020-03-26 14:13:40.904 [http-nio-8080-exec-8] MetamodelGraphWalker - Visiting attribute path : zipcode
[DEBUG] 2020-03-26 14:13:40.904 [http-nio-8080-exec-8] FetchStyleLoadPlanBuildingAssociationVisitationStrategy - Building LoadPlan...
[DEBUG] 2020-03-26 14:13:40.917 [http-nio-8080-exec-8] LoadQueryJoinAndFetchProcessor - processing queryspace <gen:0>
[DEBUG] 2020-03-26 14:13:40.922 [http-nio-8080-exec-8] LoadPlanTreePrinter - LoadPlan(entity=com.adhound.entity.User)
    - Returns
       - EntityReturnImpl(entity=com.adhound.entity.User, querySpaceUid=<gen:0>, path=com.adhound.entity.User)
          - CollectionAttributeFetchImpl(collection=com.adhound.entity.User.locations, querySpaceUid=<gen:1>, path=com.adhound.entity.User.locations)
             - (collection element) CollectionFetchableElementEntityGraph(entity=com.adhound.entity.Location, querySpaceUid=<gen:2>, path=com.adhound.entity.User.locations.<elements>)
                - EntityAttributeFetchImpl(entity=com.adhound.entity.Region, querySpaceUid=<gen:3>, path=com.adhound.entity.User.locations.<elements>.region)
                - EntityAttributeFetchImpl(entity=com.adhound.entity.State, querySpaceUid=<gen:4>, path=com.adhound.entity.User.locations.<elements>.state)
          - EntityAttributeFetchImpl(entity=com.adhound.entity.State, querySpaceUid=<gen:5>, path=com.adhound.entity.User.state)
          - CollectionAttributeFetchImpl(collection=com.adhound.entity.User.userRole, querySpaceUid=<gen:6>, path=com.adhound.entity.User.userRole)
             - (collection element) CollectionFetchableElementEntityGraph(entity=com.adhound.entity.UserRole, querySpaceUid=<gen:7>, path=com.adhound.entity.User.userRole.<elements>)
    - QuerySpaces
       - EntityQuerySpaceImpl(uid=<gen:0>, entity=com.adhound.entity.User)
          - SQL table alias mapping - user0_
          - alias suffix - 0_
          - suffixed key columns - {id1_4_0_}
          - JOIN (JoinDefinedByMetadata(locations)) : <gen:0> -> <gen:1>
             - CollectionQuerySpaceImpl(uid=<gen:1>, collection=com.adhound.entity.User.locations)
                - SQL table alias mapping - locations1_
                - alias suffix - 1_
                - suffixed key columns - {user_id10_1_1_}
                - entity-element alias suffix - 2_
                - 2_entity-element suffixed key columns - id1_1_2_
                - JOIN (JoinDefinedByMetadata(elements)) : <gen:1> -> <gen:2>
                   - EntityQuerySpaceImpl(uid=<gen:2>, entity=com.adhound.entity.Location)
                      - SQL table alias mapping - locations1_
                      - alias suffix - 2_
                      - suffixed key columns - {id1_1_2_}
                      - JOIN (JoinDefinedByMetadata(region)) : <gen:2> -> <gen:3>
